"Term","Frequency","Correlation"
"coast",4,-0.15109990265847
"cow",7,-0.15128671344876
"simpson",4,-0.151314424487459
"laird",4,-0.151708316006986
"cape",4,-0.152102019096417
"winnipeg",7,-0.152183270656465
"sign",29,-0.152194143396734
"equip",3,-0.152579467097609
"encourag",6,-0.153052880165442
"yoke",5,-0.153597524203087
"provinc",33,-0.15392303578423
"thing",10,-0.154836619912019
"nipiss",3,-0.155509405353994
"storm",2,-0.156175556594651
"attend",8,-0.156887360835522
"scott",3,-0.156954373709335
"deal",11,-0.156983046997057
"answer",3,-0.157154200103371
"experi",3,-0.157154200103371
"section",6,-0.158253047441307
"friendship",5,-0.158409711825724
"twentyseventh",3,-0.158673956176973
"almost",3,-0.158687006011327
"method",3,-0.158687006011327
"albani",3,-0.159029481748209
"support",2,-0.15920183212491
"close",6,-0.159345631072439
"born",2,-0.159392389224271
"brother",2,-0.159392389224271
"felt",2,-0.159392389224271
"fill",2,-0.159392389224271
"finish",2,-0.159392389224271
"revillon",2,-0.159392389224271
"train",2,-0.159392389224271
"barley",6,-0.159632171729223
"hoe",6,-0.159632171729223
"oat",6,-0.159632171729223
"potato",6,-0.159632171729223
"scyth",6,-0.159632171729223
"spade",6,-0.159632171729223
"wheat",6,-0.159632171729223
"oxen",6,-0.159671299182053
"command",8,-0.159867981582915
"squar",16,-0.160756058085189
"saw",6,-0.160756971352878
"trail",2,-0.160923507143985
"experienc",3,-0.161511981083645
"convinc",4,-0.161573677776884
"cent",2,-0.161799731135497
"entrust",2,-0.161799731135497
"toward",4,-0.16189996002238
"written",17,-0.161945054796833
"thereupon",8,-0.16231474976865
"fort",18,-0.162545973375343
"exclud",3,-0.162727930376182
"canadian",6,-0.162781595055473
"moos",3,-0.163023675215422
"adher",5,-0.163221575654332
"rapid",7,-0.163755686929884
"gratuiti",3,-0.163883184816142
"liberti",6,-0.163895313374327
"wampum",3,-0.16394388861283
"testimoni",4,-0.164539263804269
"likewis",4,-0.164625070037634
"afternoon",2,-0.164814628648881
"preliminari",3,-0.164899677176674
"interior",6,-0.165058060998512
"smaller",12,-0.165260931745617
"wherev",8,-0.1654966758184
"seventeen",5,-0.165565765583509
"despatch",2,-0.166273789813273
"earli",3,-0.166655504295641
"contract",8,-0.167639619148483
"incur",4,-0.167732310638764
"custom",1,-0.167805737639968
"genl",1,-0.167805737639968
"longueil",1,-0.167805737639968
"lorett",1,-0.167805737639968
"apprehens",2,-0.168275206525991
"indulg",2,-0.168275206525991
"judg",2,-0.168275206525991
"cano",2,-0.16856771275857
"cede",17,-0.170485212644234
"staff",3,-0.170932375248635
"new",10,-0.171127355083201
"religion",2,-0.171227896051497
"saskatchewan",6,-0.171292356636326
"rice",3,-0.171481478275075
"reliev",3,-0.171674765862216
"consequ",4,-0.172199937216817
"glad",2,-0.172245051185077
"break",4,-0.17224961914806
"morn",2,-0.17229516096996
"thank",2,-0.172901422738591
"andrew",4,-0.172945228189626
"whetston",4,-0.173234010866117
"ago",3,-0.173509156157828
"pratt",2,-0.173642128252239
"island",21,-0.173657157163348
"januari",3,-0.173740499605885
"mode",2,-0.173818459902757
"weather",2,-0.173818459902757
"halfbre",6,-0.174085151236971
"step",3,-0.174196668648849
"manag",4,-0.174900030125811
"sens",2,-0.17684967813632
"beyond",6,-0.176954396609505
"exclus",6,-0.176956590389951
"payabl",5,-0.177105412443247
"lack",3,-0.177167443283178
"disput",3,-0.178349048327312
"friend",2,-0.178695006145512
"rev",2,-0.178773558569321
"hospit",2,-0.1789450290297
"divid",4,-0.179081770799223
"proport",14,-0.179163534753331
"kind",5,-0.179292884819855
"anticip",2,-0.179453047465688
"autumn",2,-0.179453047465688
"began",2,-0.179453047465688
"celebr",2,-0.179453047465688
"commerci",2,-0.179453047465688
"compel",2,-0.179453047465688
"destin",2,-0.179453047465688
"food",2,-0.179453047465688
"frank",2,-0.179453047465688
"gentlemen",2,-0.179453047465688
"gratitud",2,-0.179453047465688
"holiday",2,-0.179453047465688
"hour",2,-0.179453047465688
"light",2,-0.179453047465688
"paddl",2,-0.179453047465688
"postpon",2,-0.179453047465688
"repeat",2,-0.179453047465688
"spent",2,-0.179453047465688
"stead",2,-0.179453047465688
"supt",2,-0.179453047465688
"system",2,-0.179453047465688
"talk",2,-0.179453047465688
"track",2,-0.179453047465688
"via",2,-0.179453047465688
"gather",3,-0.180028340465183
"teacher",6,-0.1801153750878
"instead",3,-0.180516416291572
"adopt",3,-0.180760147058495
"twentyf",13,-0.18076431777792
"fit",8,-0.180998533174829
"mine",11,-0.181076780097771
"franci",4,-0.181162158096613
"edmonton",2,-0.181338036011441
"unless",6,-0.18139939428932
"occas",5,-0.181868176660222
"constitut",4,-0.182023881334337
"repli",2,-0.182541790753085
"harrow",7,-0.183128257226074
"plough",7,-0.183128257226074
"encount",3,-0.183248147741907
"offic",22,-0.183253486863027
"forego",9,-0.183313099674972
"success",4,-0.18334574596906
"subsequ",3,-0.184102905400969
"choic",3,-0.184207720781124
"colour",5,-0.185136663047424
"knowledg",3,-0.185628305867828
"consult",3,-0.186006138575143
"proviso",3,-0.186006138575143
"condit",14,-0.186251453415556
"sent",4,-0.186308180939851
"enough",6,-0.186437121326896
"ordinari",6,-0.186437121326896
"camp",2,-0.186939965954936
"churchil",3,-0.187095350742043
"regul",11,-0.187318293295968
"peninsula",2,-0.187700682305016
"knew",3,-0.18778812215925
"thus",3,-0.18778812215925
"handsaw",6,-0.188538138754495
"therein",13,-0.188587033564383
"regard",8,-0.1889312804284
"therefrom",11,-0.189007129284261
"conven",14,-0.189791992991719
"transport",5,-0.190230284961038
"announc",2,-0.190761260386312
"night",2,-0.190761260386312
"acquiesc",1,-0.190845059095748
"adept",1,-0.190845059095748
"admiss",1,-0.190845059095748
"allevi",1,-0.190845059095748
"alli",1,-0.190845059095748
"ansdel",1,-0.190845059095748
"appar",1,-0.190845059095748
"arisen",1,-0.190845059095748
"aros",1,-0.190845059095748
"artifici",1,-0.190845059095748
"assidu",1,-0.190845059095748
"assumpt",1,-0.190845059095748
"avers",1,-0.190845059095748
"belief",1,-0.190845059095748
"boatmen",1,-0.190845059095748
"bulk",1,-0.190845059095748
"burden",1,-0.190845059095748
"caribooeat",1,-0.190845059095748
"cattlerais",1,-0.190845059095748
"cereal",1,-0.190845059095748
"character",1,-0.190845059095748
"characterist",1,-0.190845059095748
"cheapen",1,-0.190845059095748
"clifford",1,-0.190845059095748
"congeni",1,-0.190845059095748
"consum",1,-0.190845059095748
"corp",1,-0.190845059095748
"counteract",1,-0.190845059095748
"crossexamin",1,-0.190845059095748
"deep",1,-0.190845059095748
"deserv",1,-0.190845059095748
"diseas",1,-0.190845059095748
"disinclin",1,-0.190845059095748
"dismiss",1,-0.190845059095748
"dispens",1,-0.190845059095748
"dispers",1,-0.190845059095748
"dissatisfi",1,-0.190845059095748
"dunvegan",1,-0.190845059095748
"edward",1,-0.190845059095748
"effici",1,-0.190845059095748
"enhanc",1,-0.190845059095748
"enlighten",1,-0.190845059095748
"entail",1,-0.190845059095748
"erad",1,-0.190845059095748
"expedit",1,-0.190845059095748
"extract",1,-0.190845059095748
"fond",1,-0.190845059095748
"fraught",1,-0.190845059095748
"fruit",1,-0.190845059095748
"furbear",1,-0.190845059095748
"grade",1,-0.190845059095748
"grasp",1,-0.190845059095748
"habitat",1,-0.190845059095748
"health",1,-0.190845059095748
"hurri",1,-0.190845059095748
"illdispos",1,-0.190845059095748
"imposit",1,-0.190845059095748
"impress",1,-0.190845059095748
"incid",1,-0.190845059095748
"incorpor",1,-0.190845059095748
"inde",1,-0.190845059095748
"indisposit",1,-0.190845059095748
"intellect",1,-0.190845059095748
"isol",1,-0.190845059095748
"keen",1,-0.190845059095748
"kinosayo",1,-0.190845059095748
"lacomb",1,-0.190845059095748
"lawmak",1,-0.190845059095748
"lockheart",1,-0.190845059095748
"machin",1,-0.190845059095748
"macra",1,-0.190845059095748
"magisteri",1,-0.190845059095748
"manifest",1,-0.190845059095748
"meantim",1,-0.190845059095748
"messag",1,-0.190845059095748
"messeng",1,-0.190845059095748
"mix",1,-0.190845059095748
"mower",1,-0.190845059095748
"mowingmachin",1,-0.190845059095748
"ness",1,-0.190845059095748
"niham",1,-0.190845059095748
"noninterfer",1,-0.190845059095748
"nonpluss",1,-0.190845059095748
"overland",1,-0.190845059095748
"parliament",1,-0.190845059095748
"phthisi",1,-0.190845059095748
"pink",1,-0.190845059095748
"plenti",1,-0.190845059095748
"polit",1,-0.190845059095748
"profess",1,-0.190845059095748
"punctual",1,-0.190845059095748
"rabbit",1,-0.190845059095748
"rare",1,-0.190845059095748
"reaper",1,-0.190845059095748
"regist",1,-0.190845059095748
"resembl",1,-0.190845059095748
"safe",1,-0.190845059095748
"safeguard",1,-0.190845059095748
"scale",1,-0.190845059095748
"scarc",1,-0.190845059095748
"scrofula",1,-0.190845059095748
"sicama",1,-0.190845059095748
"sifton",1,-0.190845059095748
"snyder",1,-0.190845059095748
"speechmak",1,-0.190845059095748
"sure",1,-0.190845059095748
"sustain",1,-0.190845059095748
"taciturn",1,-0.190845059095748
"tarsatur",1,-0.190845059095748
"tax",1,-0.190845059095748
"taxat",1,-0.190845059095748
"teepe",1,-0.190845059095748
"thrown",1,-0.190845059095748
"tradit",1,-0.190845059095748
"trapper",1,-0.190845059095748
"turbul",1,-0.190845059095748
"undealt",1,-0.190845059095748
"unforeseen",1,-0.190845059095748
"unhesit",1,-0.190845059095748
"unreason",1,-0.190845059095748
"untrain",1,-0.190845059095748
"untri",1,-0.190845059095748
"unwis",1,-0.190845059095748
"vaccin",1,-0.190845059095748
"vari",1,-0.190845059095748
"wabiscow",1,-0.190845059095748
"wapiscow",1,-0.190845059095748
"wealth",1,-0.190845059095748
"yellowkn",1,-0.190845059095748
"zealous",1,-0.190845059095748
"vermilion",1,-0.190845059095748
"cathol",2,-0.191781766304645
"keewatin",2,-0.191781766304645
"roman",2,-0.191781766304645
"thorough",2,-0.191781766304645
"need",5,-0.191810940517226
"number",21,-0.191914837190366
"distinct",3,-0.192374603118972
"gave",2,-0.192408054065742
"bring",16,-0.192457006076595
"look",4,-0.192656567160526
"previous",4,-0.192725874617695
"mount",5,-0.192936556300118
"queen",13,-0.193340709162399
"feel",5,-0.193411245214875
"thought",10,-0.193427993195152
"rais",5,-0.193432003467417
"draw",4,-0.193546219034745
"boat",3,-0.193820587500411
"saugeen",1,-0.193826461729589
"anxious",1,-0.193826461729589
"beatti",1,-0.193826461729589
"caughnawaga",1,-0.193826461729589
"colpoy",1,-0.193826461729589
"conduc",1,-0.193826461729589
"crocker",1,-0.193826461729589
"diminut",1,-0.193826461729589
"earl",1,-0.193826461729589
"elgin",1,-0.193826461729589
"kincardin",1,-0.193826461729589
"nawash",1,-0.193826461729589
"nochemowena",1,-0.193826461729589
"ravin",1,-0.193826461729589
"spot",1,-0.193826461729589
"sucker",1,-0.193826461729589
"wisdom",1,-0.193826461729589
"cross",12,-0.19384738129768
"assign",4,-0.193876364541115
"athabasca",2,-0.194006289260409
"receiv",21,-0.19465785211365
"strip",2,-0.194716932362837
"fli",6,-0.195127641633271
"cost",3,-0.19544422226628
"aborigin",2,-0.195521480263884
"devot",2,-0.195521480263884
"fortun",2,-0.195643763593112
"fur",2,-0.195643763593112
"relianc",2,-0.195643763593112
"reverend",2,-0.195643763593112
"suggest",2,-0.195643763593112
"evid",3,-0.195683527011426
"delight",2,-0.195757805762666
"doctor",2,-0.195757805762666
"fine",2,-0.195757805762666
"messr",2,-0.195757805762666
"monday",2,-0.195757805762666
"oliv",2,-0.195757805762666
"room",2,-0.195757805762666
"auger",7,-0.195808133504891
"axe",7,-0.195808133504891
"grindston",7,-0.195808133504891
"await",2,-0.196026429280059
"cheer",2,-0.196026429280059
"pray",2,-0.196026429280059
"undertook",2,-0.196026429280059
"beaver",3,-0.19622739746935
"away",6,-0.196494154603814
"comfort",2,-0.196926864239299
"start",2,-0.196926864239299
"februari",4,-0.196975459724461
"block",2,-0.19717525270136
"recent",2,-0.197316152712412
"british",7,-0.197452960714836
"live",13,-0.197786409720683
"perman",3,-0.19778789544778
"furnish",5,-0.197931966738829
"map",4,-0.198604426973272
"exercis",3,-0.19893116619006
"action",4,-0.199126313406888
"ross",3,-0.19934924915093
"compris",7,-0.199402699094028
"seventi",5,-0.199697713505555
"english",10,-0.200185188856013
"vocat",5,-0.200231953308332
"counti",3,-0.20026161013688
"bishop",3,-0.200617250800531
"point",19,-0.200788648690614
"seed",3,-0.200904206485677
"came",4,-0.201070578114865
"benish",1,-0.201369387525317
"fortythre",1,-0.201369387525317
"sgd",1,-0.201369387525317
"idl",3,-0.201511485719037
"lesser",2,-0.201535367736121
"accru",6,-0.201926525916946
"memorandum",9,-0.202092963982521
"append",4,-0.202724322080736
"tribe",28,-0.202829995478729
"big",4,-0.203120324832736
"appeal",4,-0.203396909411421
"deput",4,-0.203692837594067
"articl",19,-0.204170878834309
"militari",3,-0.204524515204375
"northern",19,-0.204544772804026
"avail",3,-0.204743533729213
"style",3,-0.204743533729213
"high",6,-0.204768416101562
"thirtytwo",3,-0.204815321418438
"assent",2,-0.204870638672406
"solemn",15,-0.205310213503073
"touch",2,-0.20596053454829
"mother",2,-0.206468714075735
"silver",5,-0.206594891821156
"prove",4,-0.207076079088654
"subsist",4,-0.20709187512786
"dress",4,-0.207164358133091
"welfar",2,-0.20748415197913
"attach",12,-0.207816912885859
"chosen",8,-0.208876373606709
"columbia",2,-0.209273172483585
"erect",3,-0.209486309700941
"enforc",7,-0.210220225165217
"sanction",3,-0.21065634351551
"yet",6,-0.210896765575073
"trade",10,-0.210920488558456
"return",6,-0.211164593306581
"urg",3,-0.211247992929252
"lac",4,-0.211413319225147
"drawn",5,-0.211857230407704
"file",8,-0.212169951710283
"went",2,-0.212182608637479
"young",2,-0.212291500719712
"equival",6,-0.213613203767789
"herewith",6,-0.213616619085738
"thirteenth",5,-0.213701752824151
"supervis",4,-0.213762964218003
"confid",3,-0.213869582692481
"took",3,-0.213931653331091
"appris",2,-0.21404842723943
"arduous",2,-0.21404842723943
"athabaska",2,-0.21404842723943
"bad",2,-0.21404842723943
"danger",2,-0.21404842723943
"effort",2,-0.21404842723943
"factor",2,-0.21404842723943
"guarante",2,-0.21404842723943
"nonalien",2,-0.21404842723943
"severalti",2,-0.21404842723943
"summari",2,-0.21404842723943
"unfavour",2,-0.21404842723943
"busi",2,-0.214171542918222
"caribou",2,-0.214171542918222
"accompani",5,-0.214392806563762
"earnest",3,-0.214668141400585
"behaviour",10,-0.215194017132234
"difficult",3,-0.215438903362271
"short",3,-0.216014346697037
"implement",3,-0.216118807102386
"aforement",3,-0.216268618810389
"power",11,-0.216642474217145
"option",3,-0.217267781595793
"necess",4,-0.217845195984953
"mean",6,-0.21809921970426
"aris",4,-0.218334346533358
"render",5,-0.218385065784779
"organ",2,-0.218919790518559
"ranch",2,-0.218919790518559
"extent",9,-0.218984567247974
"gulf",1,-0.219409356580506
"abenc",1,-0.219409356580506
"ahbetosomai",1,-0.219409356580506
"apport",1,-0.219409356580506
"aritcl",1,-0.219409356580506
"assiginock",1,-0.219409356580506
"atonishcosh",1,-0.219409356580506
"compact",1,-0.219409356580506
"convent",1,-0.219409356580506
"deduct",1,-0.219409356580506
"examin",1,-0.219409356580506
"fift",1,-0.219409356580506
"heywood",1,-0.219409356580506
"invest",1,-0.219409356580506
"keeshkewanbik",1,-0.219409356580506
"maishequonggai",1,-0.219409356580506
"manitoulin",1,-0.219409356580506
"mayb",1,-0.219409356580506
"naibenessem",1,-0.219409356580506
"naiwaudaigezhik",1,-0.219409356580506
"ndli",1,-0.219409356580506
"obligatori",1,-0.219409356580506
"okemahb",1,-0.219409356580506
"orphan",1,-0.219409356580506
"paimoquonaishgung",1,-0.219409356580506
"rdli",1,-0.219409356580506
"shenetahguw",1,-0.219409356580506
"singl",1,-0.219409356580506
"spragg",1,-0.219409356580506
"stli",1,-0.219409356580506
"sue",1,-0.219409356580506
"taibosegai",1,-0.219409356580506
"thli",1,-0.219409356580506
"unwilling",1,-0.219409356580506
"waukauosay",1,-0.219409356580506
"weguaimekong",1,-0.219409356580506
"press",3,-0.219765932030887
"recogn",7,-0.219920009016404
"doubt",2,-0.22012583147841
"usual",8,-0.220451205488083
"visit",4,-0.220460591855668
"whether",10,-0.220544640210046
"equit",2,-0.220569061528824
"duplic",3,-0.220956501126715
"promot",3,-0.221656789610312
"submit",9,-0.221795906812567
"unabl",4,-0.221811555306097
"instruct",10,-0.221852525883982
"loyal",10,-0.221919751013561
"molest",18,-0.221988652476093
"treat",7,-0.222046379663921
"speech",2,-0.222092356541867
"statut",6,-0.223344457604972
"document",3,-0.22377107340572
"mill",2,-0.2238099800818
"owe",4,-0.223848074719893
"lot",2,-0.224089444847365
"payment",18,-0.224322797130726
"see",6,-0.224607242102922
"order",16,-0.224814704858298
"concurr",3,-0.224870868781851
"recommend",9,-0.2249187248271
"grante",2,-0.225586414225293
"headman",6,-0.225923108150594
"contigu",2,-0.225934405669264
"expenditur",3,-0.226316529198231
"approxim",6,-0.226416514905459
"even",4,-0.226452643705266
"add",3,-0.226912811842746
"brief",2,-0.227051518085992
"resolut",3,-0.227106673084336
"benefit",20,-0.227121226814124
"unusu",3,-0.227342027520088
"northwest",21,-0.22781502361675
"chipewyan",2,-0.228338332965254
"proper",16,-0.228370820897356
"corner",7,-0.228389127748782
"appreci",3,-0.228587597995249
"mcmurray",3,-0.228587597995249
"bull",8,-0.22859847858471
"speak",3,-0.228818963486435
"wait",3,-0.228818963486435
"influenc",8,-0.229095304328131
"distress",2,-0.229409439317403
"decis",2,-0.229869796905557
"none",2,-0.229869796905557
"offshoot",2,-0.229869796905557
"physic",2,-0.229869796905557
"prosper",2,-0.229869796905557
"relief",2,-0.229869796905557
"tongu",2,-0.229869796905557
"benevol",11,-0.229904373773298
"beg",2,-0.230815167803361
"embodi",2,-0.230815167803361
"judici",2,-0.230815167803361
"missionari",2,-0.230815167803361
"week",3,-0.231566471433039
"often",2,-0.231620501826826
"starvat",2,-0.231620501826826
"novemb",8,-0.231980056411661
"capita",2,-0.23198809403147
"deriv",2,-0.23198809403147
"specifi",2,-0.23198809403147
"translat",2,-0.23198809403147
"bridg",3,-0.232067201272447
"slave",3,-0.232398195972413
"locat",9,-0.232553107610249
"mckenna",2,-0.232890360743435
"argument",2,-0.232890360743435
"chariti",2,-0.232890360743435
"fed",2,-0.232890360743435
"figur",2,-0.232890360743435
"hunter",2,-0.232890360743435
"indig",2,-0.232890360743435
"intim",2,-0.232890360743435
"irrespect",2,-0.232890360743435
"leader",2,-0.232890360743435
"notion",2,-0.232890360743435
"oratori",2,-0.232890360743435
"physician",2,-0.232890360743435
"prairi",2,-0.232890360743435
"pretti",2,-0.232890360743435
"unfortun",2,-0.232890360743435
"believ",3,-0.233159430942678
"america",3,-0.233246192298271
"fact",6,-0.233317595333615
"get",4,-0.233804808978038
"develop",2,-0.234178905663513
"rout",4,-0.234362994291878
"mission",6,-0.234838770025442
"count",10,-0.234931540896918
"fund",2,-0.235018737777323
"twentyfifth",4,-0.235050052948367
"destitut",4,-0.235352979295753
"bind",4,-0.235666336557476
"provid",19,-0.236063047595714
"crown",9,-0.236570578900711
"charl",7,-0.237045716260205
"retain",6,-0.237454563620592
"leav",6,-0.237858071287699
"conclus",3,-0.237877591433885
"hay",4,-0.23799703045019
"parti",28,-0.238055716532127
"hon",4,-0.238102617484051
"admit",5,-0.238730463622587
"got",3,-0.238780509385404
"religi",3,-0.238780509385404
"medal",8,-0.238898064342688
"make",35,-0.23905101170953
"prefer",5,-0.239784249403915
"afford",3,-0.239922696601064
"opportun",4,-0.240024077186188
"herein",16,-0.240497556659446
"construct",4,-0.240548542960063
"noth",2,-0.240878373498553
"pursu",9,-0.240940136394357
"quit",3,-0.241017519344164
"afterward",5,-0.241412851548962
"explan",2,-0.241574834138684
"requisit",2,-0.241695032134484
"interpret",10,-0.241715802124647
"park",2,-0.241813656979885
"altogeth",2,-0.242000939203866
"earliest",2,-0.242000939203866
"mcleod",2,-0.242000939203866
"relat",2,-0.242000939203866
"undoubt",2,-0.242000939203866
"immigr",10,-0.242402638942614
"livelihood",3,-0.242493646338623
"held",14,-0.242994503355616
"consist",4,-0.24317437880915
"portag",5,-0.243465879821488
"board",5,-0.243520666753438
"statement",3,-0.243768566799279
"limit",25,-0.244409498836003
"much",10,-0.244436350808881
"appropri",9,-0.245097297265938
"polic",6,-0.245774722592633
"suppli",9,-0.246093038806928
"inspect",3,-0.246146213301119
"continu",9,-0.246391771624996
"gracious",16,-0.246582125881234
"cash",9,-0.247081792392876
"built",7,-0.247451056540985
"farm",6,-0.247521386967019
"liabl",4,-0.248002514727477
"distribut",12,-0.248515445942481
"behav",11,-0.248930301857189
"pursuit",3,-0.249223132930853
"curtail",3,-0.250203471844856
"cain",2,-0.250677568463407
"never",7,-0.25091094291522
"deposit",2,-0.251017404659165
"mcdougal",2,-0.251017404659165
"charact",4,-0.251147278565225
"parallel",10,-0.251235114251377
"rather",3,-0.251850093204784
"juli",11,-0.251997586568061
"restrict",4,-0.252103225141078
"rear",3,-0.25210575992486
"realiz",3,-0.252115094419975
"cree",9,-0.252218336541254
"turtl",4,-0.252356257665849
"occupi",15,-0.252366926573266
"flag",9,-0.253084158667848
"sick",4,-0.254066620818497
"exist",3,-0.254260407238904
"patent",4,-0.254320965236413
"practic",8,-0.254459762531712
"elect",5,-0.25513058829065
"area",11,-0.255293138007522
"discuss",4,-0.255411251954494
"display",4,-0.255500140804208
"mind",4,-0.255500140804208
"readi",4,-0.255940721074475
"now",36,-0.256504315867997
"gone",3,-0.256932236425485
"posit",3,-0.256932236425485
"willing",3,-0.257221936465968
"occup",4,-0.25770997352962
"permit",3,-0.258082831525019
"scatter",3,-0.258082831525019
"build",9,-0.258122925731451
"alreadi",11,-0.258361631001309
"take",11,-0.25886189767247
"deliber",11,-0.258876612748769
"railway",4,-0.259001345581202
"provis",12,-0.259426805306691
"letter",5,-0.260183335572081
"educ",4,-0.260937582632675
"winter",4,-0.26099766707273
"bond",2,-0.261052194762521
"polici",3,-0.261211483458314
"bounti",11,-0.261326963017228
"form",16,-0.26174593792538
"interf",3,-0.26192642720781
"strong",3,-0.26192642720781
"adhes",7,-0.26203337744206
"ammunit",9,-0.262109586380136
"author",18,-0.262366766276019
"best",8,-0.262529437160047
"signifi",3,-0.262734444118031
"journey",4,-0.263449685334112
"opinion",5,-0.264658693864709
"hous",11,-0.264855663183957
"taken",14,-0.264950688473476
"georgina",2,-0.265042343775682
"rama",2,-0.265042343775682
"medicin",4,-0.265172858738284
"absenc",3,-0.265539120409069
"earn",3,-0.265539120409069
"group",3,-0.265539120409069
"log",3,-0.265539120409069
"simpli",3,-0.265539120409069
"stretch",3,-0.265539120409069
"duli",16,-0.265643095883197
"regular",4,-0.266097094555546
"time",23,-0.267513538295684
"lumber",7,-0.267571559478476
"although",3,-0.267654664544382
"attent",4,-0.267816143561711
"whenev",7,-0.268170806024532
"crook",1,-0.268681093389323
"facil",1,-0.268681093389323
"hitherto",1,-0.268681093389323
"impoverish",1,-0.268681093389323
"innumer",1,-0.268681093389323
"mantiwan",1,-0.268681093389323
"seek",1,-0.268681093389323
"snow",1,-0.268681093389323
"tell",1,-0.268681093389323
"tie",1,-0.268681093389323
"unavoid",1,-0.268681093389323
"uncultiv",1,-0.268681093389323
"wild",1,-0.268681093389323
"withdraw",1,-0.268681093389323
"relinquish",7,-0.268919815016578
"obey",10,-0.269783107133202
"subscrib",16,-0.269960660814604
"aldervill",2,-0.270841622223049
"bowman",2,-0.270841622223049
"interprovinci",2,-0.270841622223049
"scugog",2,-0.270841622223049
"formal",3,-0.270937753610573
"treatment",3,-0.270937753610573
"twine",9,-0.271078380199211
"secur",15,-0.271254729957525
"surround",2,-0.271869136859413
"found",16,-0.272427021181387
"chang",3,-0.272638899918078
"extens",5,-0.274155651073313
"maintain",12,-0.274271699574847
"progress",2,-0.274919285420496
"justic",13,-0.275516383252314
"delay",4,-0.27556793312257
"dog",3,-0.276243419052405
"mississauga",2,-0.276570691105349
"peac",16,-0.276765296557754
"work",8,-0.277511895550943
"detail",3,-0.277708779110548
"intellig",3,-0.277708779110548
"object",3,-0.277708779110548
"oper",5,-0.278403085378668
"increas",7,-0.278760061440956
"strict",17,-0.279179847742421
"reach",5,-0.27988643918594
"past",8,-0.280093571716606
"sinc",4,-0.280539982450013
"eager",2,-0.280650267137467
"farmer",2,-0.281049134937372
"fear",4,-0.281092006334442
"occur",3,-0.281306941461043
"stipul",13,-0.282142309515331
"mud",3,-0.282719446203904
"amend",2,-0.283008491956929
"barristeratlaw",2,-0.283008491956929
"beniah",2,-0.283008491956929
"chute",2,-0.283008491956929
"couchich",2,-0.283008491956929
"department",2,-0.283008491956929
"durham",2,-0.283008491956929
"enquir",2,-0.283008491956929
"haliburton",2,-0.283008491956929
"justifi",2,-0.283008491956929
"mcfadden",2,-0.283008491956929
"mcphee",2,-0.283008491956929
"muskoka",2,-0.283008491956929
"northumberland",2,-0.283008491956929
"peterborough",2,-0.283008491956929
"renfrew",2,-0.283008491956929
"repos",2,-0.283008491956929
"revis",2,-0.283008491956929
"rsc",2,-0.283008491956929
"saint",2,-0.283008491956929
"seymour",2,-0.283008491956929
"solicitor",2,-0.283008491956929
"sudburi",2,-0.283008491956929
"talon",2,-0.283008491956929
"undispos",2,-0.283008491956929
"unexpend",2,-0.283008491956929
"uriah",2,-0.283008491956929
"valid",2,-0.283008491956929
"victor",2,-0.283008491956929
"weller",2,-0.283008491956929
"book",2,-0.283008491956929
"enquiri",2,-0.283008491956929
"parri",2,-0.283008491956929
"ottawa",16,-0.283279616127283
"popul",2,-0.283320214543955
"settl",11,-0.283358784390926
"told",5,-0.284237254904881
"within",25,-0.284323522046789
"thereout",3,-0.284547839826676
"appear",10,-0.284705212992769
"agricultur",9,-0.285010383838895
"state",13,-0.285335933376181
"suitabl",9,-0.28576252138997
"stewart",4,-0.286258550535069
"imposs",5,-0.286591451228563
"duti",4,-0.286920347713352
"alik",3,-0.28727288476239
"medic",4,-0.287429803988833
"rule",4,-0.28765432018561
"red",11,-0.288527724782101
"circumst",5,-0.289027939073031
"mattawa",3,-0.289137967705719
"volum",3,-0.289137967705719
"separ",7,-0.289240068354288
"copi",10,-0.289246735091784
"period",10,-0.289910668258482
"way",10,-0.290105333771228
"enabl",6,-0.290148814468558
"game",4,-0.290237338691039
"across",9,-0.290682617677714
"observ",17,-0.290682730164391
"major",8,-0.29119677850231
"care",5,-0.291416311098974
"ask",5,-0.292063900020176
"cattl",6,-0.292162017595446
"immedi",6,-0.294106663022484
"perform",15,-0.294493521202954
"entitl",16,-0.294510073158977
"various",5,-0.295025825843163
"famili",13,-0.296073779069657
"annual",12,-0.296871077853406
"season",8,-0.297032176372955
"term",18,-0.297379036026585
"undertak",9,-0.297497847388982
"soon",12,-0.298043899104384
"angus",3,-0.299494733248079
"remuner",3,-0.299494733248079
"deem",10,-0.299813657795228
"balanc",3,-0.299868233492847
"counsel",3,-0.299868233492847
"extinct",3,-0.299868233492847
"hast",3,-0.299868233492847
"investig",3,-0.299868233492847
"simpl",3,-0.299868233492847
"twentythre",3,-0.299868233492847
"import",5,-0.300512102218188
"easter",17,-0.300531433107477
"emperor",4,-0.300870000136549
"india",4,-0.300870000136549
"consid",12,-0.300999796206498
"total",4,-0.301174154962413
"repres",19,-0.301853042645571
"settlement",23,-0.303861812226421
"chapter",3,-0.304427388805276
"age",6,-0.304510299598976
"left",5,-0.304786519876352
"long",9,-0.304939078044723
"engag",14,-0.304948868330313
"improv",12,-0.305047679786853
"similar",6,-0.305578034432723
"anim",3,-0.306854381344599
"fish",17,-0.308267416641811
